custname,region,partnum,revenue,cost,margin
TRISTATE INDUSTRIAL,02-Central,733671000,722.74,119.66,603.08
TRISTATE INDUSTRIAL,02-Central,777601000,543.30,144.04,399.26
TROXLER ELECTRONIC,02-Central,734311100,381.48,33.70,347.78
TWIN COMMANDER AIRCRAFT,02-Central,770200000,666.00,42.41,623.59
U S DEPARTMENT OF ENERGY,02-Central,764861000,1923.00,76.05,1846.95
U S MARINE CORPS.,02-Central,777601000,386.72,72.02,314.70
UNIMIN CORP.,02-Central,754465000,6249.54,1364.71,4884.83
UNIMIN CORP.,02-Central,754045000,3950.64,1096.89,2853.75
UNION TANK CAR,02-Central,764643054,4467.24,2084.66,2382.58
UNION TANK CAR,02-Central,764643052,3235.95,1501.92,1734.03
UNITED SEAL & RUBBER CO,02-Central,733403300,2323.20,215.46,2107.74
UNIV. of  NORTH DAKOTA,02-Central,764261000,424.00,22.90,401.10
UNIVERSAL DYNAMICS INC.,02-Central,733741000,816.00,238.13,577.87
UNIVERSAL REFRACTORIES,02-Central,726000240,126770.40,46592.78,80177.62
UNIVERSAL REFRACTORIES,02-Central,726020005,110613.60,26962.98,83650.62
UNIVERSITY ILLINOIS,02-Central,738561000,582.40,124.14,458.26
UNIVERSITY OF ALABAMA,02-Central,792730000,547.40,62.56,484.84
UNIVERSITY OF FLORIDA,02-Central,764762000,508.00,30.29,477.71
UNIVERSITY OF MINN,02-Central,764601000,326.00,13.29,312.71
UNIVERSITY OF NOTRE DAME,02-Central,764521000,320.00,13.30,306.70
UNIVERSITY OF WISCONSIN,02-Central,793260074,328.50,39.17,289.33
UPSTATE REFRACTORY SERVIC,02-Central,777601000,223.71,72.02,151.69
VACUFORM INC.,02-Central,726000062,1211838.00,944838.76,266999.24
VACUFORM INC.,02-Central,727063007,300081.00,221460.21,78620.79
VACUFORM INC.,02-Central,764521000,133222.00,54468.93,78753.07
VACUFORM INC.,02-Central,768022000,115520.00,64239.41,51280.59
VACUFORM INC.,02-Central,764341000,66602.00,37208.36,29393.64
VACUFORM INC.,02-Central,727000060,62880.00,52418.38,10461.62
VACUFORM INC.,02-Central,793000000,43274.40,21804.26,21470.14
VACUFORM INC.,02-Central,764347010,38884.00,18700.95,20183.05
VACUFORM INC.,02-Central,764521073,29348.00,28380.00,968.00
VACUFORM INC.,02-Central,764521061,21344.00,20448.00,896.00
VACUFORM INC.,02-Central,739951051,17157.92,12256.36,4901.56
VACUFORM INC.,02-Central,766166000,9840.00,4449.48,5390.52
VACUFORM INC.,02-Central,764481000,6480.00,3596.55,2883.45
VACUFORM INC.,02-Central,726000240,2700.00,2091.85,608.15
VACUFORM INC.,02-Central,764342000,2656.00,1489.52,1166.48
VACUFORM INC.,02-Central,734851000,1352.33,570.90,781.43
VACUFORM INC.,02-Central,766122000,1086.00,345.15,740.85
VACUFORM INC.,02-Central,768211000,500.00,467.78,32.22
VACUFORM INC.,02-Central,764522000,200.10,80.16,119.94
VACUUM OVEN,02-Central,764481000,346.00,16.94,329.06
VAN PACKER COMPANY,02-Central,768540000,9055.20,2565.63,6489.57
VAN PACKER COMPANY,02-Central,768530000,8962.20,2562.32,6399.88
VAN PACKER COMPANY,02-Central,768511000,8940.00,2563.05,6376.95
VAN PACKER COMPANY,02-Central,764522000,666.00,26.72,639.28
VAN PACKER COMPANY,02-Central,779900912,232.00,0.00,232.00
VAN PACKER COMPANY,02-Central,779900911,116.00,0.00,116.00
VEITSCH-RADEX AMERICA INC,02-Central,733182300,99316.80,34104.20,65212.60
VEITSCH-RADEX AMERICA INC,02-Central,764821000,819.00,322.51,496.49
VEITSCH-RADEX AMERICA INC,02-Central,764781000,318.00,118.32,199.68
VESUVIUS USA,02-Central,726020033,1841764.80,1483084.98,358679.82
VESUVIUS USA,02-Central,726020009,1061860.80,875649.81,186210.99
VESUVIUS USA,02-Central,726020023,225735.60,179382.66,46352.94
VESUVIUS USA,02-Central,726000240,108527.04,75478.27,33048.77
VESUVIUS USA,02-Central,793000000,21572.40,11281.38,10291.02
VESUVIUS USA,02-Central,777904402,1098.00,745.52,352.48
VESUVIUS USA,02-Central,793060300,392.40,198.83,193.57
VIRGINIA TECH,02-Central,733464500,298.00,29.52,268.48
VIRGINIA-CAROLINA REF INC,02-Central,762134000,232819.16,99634.79,133184.37
VIRGINIA-CAROLINA REF INC,02-Central,762114000,36000.00,17985.68,18014.32
VIRGINIA-CAROLINA REF INC,02-Central,718500000,4114.56,1288.26,2826.30
VIRGINIA-CAROLINA REF INC,02-Central,764821000,115.00,30.72,84.28
VSP TECHNOLOGIES,02-Central,770280000,4043.75,310.89,3732.86
WAHL REFRACTORIES,02-Central,733510000,9456.00,3401.46,6054.54
WAHL REFRACTORIES,02-Central,777901100,5280.24,1870.60,3409.64
WAHL REFRACTORIES,02-Central,777902300,2640.12,982.01,1658.11
WAHL REFRACTORIES,02-Central,733525500,1319.50,130.06,1189.44
WATCO MECHANICAL SERVICES,02-Central,764643054,30406.32,3713.98,26692.34
WATCO MECHANICAL SERVICES,02-Central,764643100,3049.20,1059.90,1989.30
WATCO MECHANICAL,02-Central,764643054,5715.36,698.28,5017.08
WATCO MECHANICAL,02-Central,764706120,2222.64,326.91,1895.73
WATCO MECHANICAL,02-Central,764643052,1372.14,166.88,1205.26
"WELCO ELECTRONICS, INC.",02-Central,770720000,3528.00,108.47,3419.53
"WELCO ELECTRONICS, INC.",02-Central,771500000,2911.50,165.39,2746.11
WESCO DISTRIBUTION INC.,02-Central,734890000,2769.00,623.07,2145.93
WESCO DISTRIBUTION INC.,02-Central,768222000,1610.00,139.92,1470.08
WESTERN INDUSTRIAL CERAMI,02-Central,739741100,16803.84,5258.78,11545.06
WESTERN INDUSTRIAL CERAMI,02-Central,780650000,3682.80,1607.94,2074.86
WESTERN INDUSTRIAL CERAMI,02-Central,780630000,3192.28,1541.26,1651.02
WESTERN INDUSTRIAL CERAMI,02-Central,767990000,1848.96,679.42,1169.54
WESTERN INDUSTRIAL CERAMI,02-Central,770810000,657.90,19.12,638.78
WESTERN INDUSTRIAL CERAMI,02-Central,734211200,371.99,46.75,325.24
WESTERN INDUSTRIAL CERAMI,02-Central,764902000,119.00,63.86,55.14
WFS LTD.,02-Central,766121000,1750.00,54.50,1695.50
WFS LTD.,02-Central,734910000,1748.50,260.23,1488.27
WFS LTD.,02-Central,733151500,450.00,47.69,402.31
"WHETSTONE TECHNOLOGY, LLC",02-Central,718501000,1768.00,269.38,1498.62
WHIPMIX,02-Central,777642000,135.00,31.68,103.32
WICKS AIRCRAFT SUPPLY,02-Central,733525500,752.50,70.39,682.11
WILLIAM BONNELL CO. INC.,02-Central,733464500,596.00,59.04,536.96
WILLIAMS INDUSTRIAL SERVI,02-Central,754087000,57127.92,26276.42,30851.50
WILLIAMS INDUSTRIAL SERVI,02-Central,754067000,24933.00,12524.03,12408.97
WILLIAMS INDUSTRIAL SERVI,02-Central,754327000,21562.23,9517.71,12044.52
WILLIAMS INDUSTRIAL SERVI,02-Central,779957815,20976.24,10411.72,10564.52
WILLIAMS INDUSTRIAL SERVI,02-Central,754107000,20880.00,8799.58,12080.42
WILLIAMS INDUSTRIAL SERVI,02-Central,754127000,12216.36,5808.00,6408.36
WILLIAMS INDUSTRIAL SERVI,02-Central,754077000,10839.00,5138.53,5700.47
WILLIAMS INDUSTRIAL SERVI,02-Central,770372000,10796.80,706.61,10090.19
WILLIAMS INDUSTRIAL SERVI,02-Central,764821000,8520.75,923.88,7596.87
WILLIAMS INDUSTRIAL SERVI,02-Central,742641500,8120.00,1207.02,6912.98
WILLIAMS INDUSTRIAL SERVI,02-Central,764901000,6840.00,774.92,6065.08
WILLIAMS INDUSTRIAL SERVI,02-Central,770510000,6008.75,372.50,5636.25
WILLIAMS INDUSTRIAL SERVI,02-Central,733403200,5672.70,627.19,5045.51
WILLIAMS INDUSTRIAL SERVI,02-Central,770380000,5349.60,379.43,4970.17
WILLIAMS INDUSTRIAL SERVI,02-Central,770600000,5275.56,367.58,4907.98
WILLIAMS INDUSTRIAL SERVI,02-Central,754317000,4712.40,2018.90,2693.50
WILLIAMS INDUSTRIAL SERVI,02-Central,734851000,4675.56,1096.78,3578.78
WILLIAMS INDUSTRIAL SERVI,02-Central,754307000,4343.72,1976.52,2367.20
WILLIAMS INDUSTRIAL SERVI,02-Central,739681200,4004.64,1516.92,2487.72
WILLIAMS INDUSTRIAL SERVI,02-Central,754287000,3971.20,1669.96,2301.24
WILLIAMS INDUSTRIAL SERVI,02-Central,779951269,3450.48,1685.00,1765.48
WILLIAMS INDUSTRIAL SERVI,02-Central,754097000,3422.72,1559.05,1863.67
WILLIAMS INDUSTRIAL SERVI,02-Central,727000025,3417.00,438.56,2978.44
WILLIAMS INDUSTRIAL SERVI,02-Central,770560000,3286.20,261.68,3024.52
WILLIAMS INDUSTRIAL SERVI,02-Central,779957702,3153.92,2359.60,794.32
WILLIAMS INDUSTRIAL SERVI,02-Central,770580000,2228.85,174.39,2054.46
WILLIAMS INDUSTRIAL SERVI,02-Central,739561000,2052.00,511.32,1540.68
WILLIAMS INDUSTRIAL SERVI,02-Central,754267000,1756.80,809.76,947.04
WILLIAMS INDUSTRIAL SERVI,02-Central,753987000,1620.96,866.36,754.60
WILLIAMS INDUSTRIAL SERVI,02-Central,734611100,1552.02,350.48,1201.54
WILLIAMS INDUSTRIAL SERVI,02-Central,754047000,1431.00,876.14,554.86
WILLIAMS INDUSTRIAL SERVI,02-Central,770540000,1264.38,89.80,1174.58
WILLIAMS INDUSTRIAL SERVI,02-Central,779957703,1150.60,781.22,369.38
WILLIAMS INDUSTRIAL SERVI,02-Central,739564300,1066.82,247.97,818.85
WILLIAMS INDUSTRIAL SERVI,02-Central,733403100,999.75,122.60,877.15
WILLIAMS INDUSTRIAL SERVI,02-Central,753997000,933.52,417.54,515.98
WILLIAMS INDUSTRIAL SERVI,02-Central,779958694,850.40,412.57,437.83
WILLIAMS INDUSTRIAL SERVI,02-Central,754297000,771.60,313.46,458.14
WILLIAMS INDUSTRIAL SERVI,02-Central,727000140,726.00,83.57,642.43
WILLIAMS INDUSTRIAL SERVI,02-Central,754187000,589.44,288.50,300.94
WILLIAMS INDUSTRIAL SERVI,02-Central,770210000,560.00,60.64,499.36
WILLIAMS INDUSTRIAL SERVI,02-Central,764521000,319.50,39.81,279.69
WILLIAMS INDUSTRIAL SERVI,02-Central,770220000,303.60,27.35,276.25
WILLIAMS INDUSTRIAL SERVI,02-Central,734651200,198.50,37.00,161.50
WILLIAMS INDUSTRIAL SERVI,02-Central,754247000,164.16,91.37,72.79
WILLIAMS INDUSTRIAL SERVI,02-Central,754197000,159.68,70.99,88.69
WILLIAMS INDUSTRIAL SERVI,02-Central,753967000,158.76,78.39,80.37
WISCONSIN ALUMINUM,02-Central,777601000,1980.20,333.65,1646.55
WOLSELEY INDUSTRIAL GROUP,02-Central,770200000,2979.00,210.45,2768.55
WOLSELEY INDUSTRIAL GROUP,02-Central,737871000,2937.12,279.74,2657.38
WOLSELEY INDUSTRIAL GROUP,02-Central,739541000,587.52,90.50,497.02
WOLSELEY INDUSTRIAL GROUP,02-Central,739561000,492.48,86.19,406.29
WOLSELEY INDUSTRIAL GROUP,02-Central,739450000,482.04,125.58,356.46
"WOODSAGE INDUSTRIES, LLC",02-Central,771170000,3900.00,1094.68,2805.32
"WOODSAGE INDUSTRIES, LLC",02-Central,771172000,600.00,167.93,432.07
XPEDX,02-Central,740283502,13134.00,1989.86,11144.14
ZAR-TECH,02-Central,733151500,3766.00,667.69,3098.31
ZAR-TECH,02-Central,764902000,1336.50,483.12,853.38
ZAR-TECH,02-Central,740382101,871.20,505.66,365.54
HARBISON-WALKER REFR.,05-House,764821020,232020.00,113512.95,118507.05
HARBISON-WALKER REFR.,05-House,779989340,220320.00,153833.40,66486.60
HARBISON-WALKER REFR.,05-House,764901056,204078.00,102671.60,101406.40
HARBISON-WALKER REFR.,05-House,764521012,134010.00,73994.81,60015.19
HARBISON-WALKER REFR.,05-House,766006116,116046.01,73307.06,42738.95
HARBISON-WALKER REFR.,05-House,764864020,111888.00,59648.16,52239.84
HARBISON-WALKER REFR.,05-House,764605012,76356.00,40571.52,35784.48
HARBISON-WALKER REFR.,05-House,764901012,70625.00,35748.52,34876.48
HARBISON-WALKER REFR.,05-House,764821400,67442.40,33444.68,33997.72
HARBISON-WALKER REFR.,05-House,768242510,55796.00,24223.51,31572.49
HARBISON-WALKER REFR.,05-House,766122500,54051.84,34642.22,19409.62
HARBISON-WALKER REFR.,05-House,764906200,48816.00,24365.50,24450.50
HARBISON-WALKER REFR.,05-House,768221012,35085.00,15599.51,19485.49
HARBISON-WALKER REFR.,05-House,764528300,32901.12,17852.00,15049.12
HARBISON-WALKER REFR.,05-House,764785122,32490.00,20091.24,12398.76
HARBISON-WALKER REFR.,05-House,766001200,31320.00,24214.68,7105.32
HARBISON-WALKER REFR.,05-House,779989336,29664.00,25212.44,4451.56
HARBISON-WALKER REFR.,05-House,764601012,29325.00,15791.86,13533.14
HARBISON-WALKER REFR.,05-House,764349000,26180.00,16054.61,10125.39
HARBISON-WALKER REFR.,05-House,764261120,23870.00,13806.62,10063.38
HARBISON-WALKER REFR.,05-House,764829220,21888.00,10783.29,11104.71
HARBISON-WALKER REFR.,05-House,764901050,21696.00,12130.39,9565.61
HARBISON-WALKER REFR.,05-House,764561020,19392.00,9790.40,9601.60
HARBISON-WALKER REFR.,05-House,764345061,15912.00,9047.17,6864.83
HARBISON-WALKER REFR.,05-House,764602512,15300.00,8117.31,7182.69
HARBISON-WALKER REFR.,05-House,764901000,15255.00,8647.70,6607.30
HARBISON-WALKER REFR.,05-House,768121010,13370.00,5329.90,8040.10
HARBISON-WALKER REFR.,05-House,764862600,12144.00,5758.99,6385.01
HARBISON-WALKER REFR.,05-House,764521000,11340.00,7166.37,4173.63
HARBISON-WALKER REFR.,05-House,764481220,10950.00,7623.68,3326.32
HARBISON-WALKER REFR.,05-House,766046000,9828.00,5618.93,4209.07
HARBISON-WALKER REFR.,05-House,766162300,9100.00,6294.53,2805.47
HARBISON-WALKER REFR.,05-House,779989420,8280.00,5396.86,2883.14
HARBISON-WALKER REFR.,05-House,764862400,8064.00,4266.45,3797.55
HARBISON-WALKER REFR.,05-House,764822000,7353.00,4098.36,3254.64
HARBISON-WALKER REFR.,05-House,764781300,5544.00,3469.65,2074.35
HARBISON-WALKER REFR.,05-House,764563100,5328.00,2482.70,2845.30
HARBISON-WALKER REFR.,05-House,764902301,4972.00,2541.80,2430.20
HARBISON-WALKER REFR.,05-House,764785130,4480.00,2760.76,1719.24
HARBISON-WALKER REFR.,05-House,764821300,3420.00,1682.88,1737.12
HARBISON-WALKER REFR.,05-House,766081200,3200.00,1519.32,1680.68
HARBISON-WALKER REFR.,05-House,764803000,3150.00,1661.96,1488.04
HARBISON-WALKER REFR.,05-House,764861300,2520.00,1352.90,1167.10
HARBISON-WALKER REFR.,05-House,766081016,2304.00,1092.47,1211.53
HARBISON-WALKER REFR.,05-House,768211000,70.00,23.39,46.61
HARBISON-WALKER REFR.,05-House,768111000,44.00,15.38,28.62
A. R. THOMSON LTD.,07-Canada Direct,770210000,460.00,31.52,428.48
ALLIANCE REFRACTORIES LTD,07-Canada Direct,754864016,491413.86,377394.44,114019.42
ALLIANCE REFRACTORIES LTD,07-Canada Direct,768221000,411732.00,159990.19,251741.81
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779958212,200475.00,96348.62,104126.38
ALLIANCE REFRACTORIES LTD,07-Canada Direct,766121000,199800.00,116694.75,83105.25
ALLIANCE REFRACTORIES LTD,07-Canada Direct,754844006,192535.20,133772.19,58763.01
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764821000,109520.00,45851.87,63668.13
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764901000,109520.00,47651.16,61868.84
ALLIANCE REFRACTORIES LTD,07-Canada Direct,793330000,98919.00,19866.01,79052.99
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779957821,83174.40,53602.44,29571.96
ALLIANCE REFRACTORIES LTD,07-Canada Direct,754884006,72111.60,43737.31,28374.29
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764601000,67160.00,32320.98,34839.02
ALLIANCE REFRACTORIES LTD,07-Canada Direct,754844005,62762.70,43166.04,19596.66
ALLIANCE REFRACTORIES LTD,07-Canada Direct,754904006,53410.50,27415.80,25994.70
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779959405,43036.00,44094.36,-1058.36
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779958205,37350.00,18889.20,18460.80
ALLIANCE REFRACTORIES LTD,07-Canada Direct,718500000,34160.64,10960.16,23200.48
ALLIANCE REFRACTORIES LTD,07-Canada Direct,771500000,29436.75,3612.13,25824.62
ALLIANCE REFRACTORIES LTD,07-Canada Direct,718501000,28288.00,8642.05,19645.95
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779959402,27993.60,27528.60,465.00
ALLIANCE REFRACTORIES LTD,07-Canada Direct,733211000,27060.00,10658.09,16401.91
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779958200,26298.00,11825.50,14472.50
ALLIANCE REFRACTORIES LTD,07-Canada Direct,754924013,23424.00,14577.03,8846.97
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764901073,20720.00,20412.00,308.00
ALLIANCE REFRACTORIES LTD,07-Canada Direct,795551000,20240.00,14233.08,6006.92
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779959403,19640.00,16458.84,3181.16
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779980291,18101.16,13629.55,4471.61
ALLIANCE REFRACTORIES LTD,07-Canada Direct,766081010,17920.00,9610.09,8309.91
ALLIANCE REFRACTORIES LTD,07-Canada Direct,768041000,16520.00,6998.83,9521.17
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764481000,13068.00,6871.85,6196.15
ALLIANCE REFRACTORIES LTD,07-Canada Direct,767970140,11875.00,4612.36,7262.64
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779957176,11815.20,10542.14,1273.06
ALLIANCE REFRACTORIES LTD,07-Canada Direct,768231000,10956.00,3481.07,7474.93
ALLIANCE REFRACTORIES LTD,07-Canada Direct,718551000,10608.00,3265.44,7342.56
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764221000,9720.00,6071.86,3648.14
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779959412,9540.00,4508.63,5031.37
ALLIANCE REFRACTORIES LTD,07-Canada Direct,771404000,9192.75,558.12,8634.63
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764821073,8880.00,8748.00,132.00
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779959406,8808.80,9123.56,-314.76
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779957053,8800.00,6134.68,2665.32
ALLIANCE REFRACTORIES LTD,07-Canada Direct,793260074,7960.00,3133.48,4826.52
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779956945,6612.00,5187.55,1424.45
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764521000,6600.00,3191.29,3408.71
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779957820,5856.00,4560.16,1295.84
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779958210,5662.80,4760.15,902.65
ALLIANCE REFRACTORIES LTD,07-Canada Direct,771502000,5607.00,687.06,4919.94
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779959401,5077.44,4837.88,239.56
ALLIANCE REFRACTORIES LTD,07-Canada Direct,727000025,4789.50,2901.73,1887.77
ALLIANCE REFRACTORIES LTD,07-Canada Direct,768121000,4740.00,1761.36,2978.64
ALLIANCE REFRACTORIES LTD,07-Canada Direct,734651200,3972.00,1763.90,2208.10
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779958211,3938.40,3574.84,363.56
ALLIANCE REFRACTORIES LTD,07-Canada Direct,733464500,3920.00,1180.77,2739.23
ALLIANCE REFRACTORIES LTD,07-Canada Direct,776131000,2860.00,2602.20,257.80
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779957054,2700.00,1919.82,780.18
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779956598,2643.84,1719.54,924.30
ALLIANCE REFRACTORIES LTD,07-Canada Direct,779958201,2629.60,1374.32,1255.28
ALLIANCE REFRACTORIES LTD,07-Canada Direct,770722000,2476.00,171.52,2304.48
ALLIANCE REFRACTORIES LTD,07-Canada Direct,734311100,2432.40,529.52,1902.88
ALLIANCE REFRACTORIES LTD,07-Canada Direct,777601000,1999.84,1072.97,926.87
ALLIANCE REFRACTORIES LTD,07-Canada Direct,777642000,1984.00,1013.44,970.56
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764341000,1640.00,917.40,722.60
ALLIANCE REFRACTORIES LTD,07-Canada Direct,771152000,1291.00,90.76,1200.24
ALLIANCE REFRACTORIES LTD,07-Canada Direct,770850000,1238.00,94.48,1143.52
ALLIANCE REFRACTORIES LTD,07-Canada Direct,771000000,1232.00,82.45,1149.55
ALLIANCE REFRACTORIES LTD,07-Canada Direct,776101000,1180.00,914.20,265.80
ALLIANCE REFRACTORIES LTD,07-Canada Direct,734910000,1110.00,513.48,596.52
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764861000,1070.00,507.00,563.00
ALLIANCE REFRACTORIES LTD,07-Canada Direct,771100000,719.00,44.75,674.25
ALLIANCE REFRACTORIES LTD,07-Canada Direct,771102000,719.00,45.96,673.04
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764762000,672.00,363.51,308.49
ALLIANCE REFRACTORIES LTD,07-Canada Direct,733211050,492.00,198.78,293.22
ALLIANCE REFRACTORIES LTD,07-Canada Direct,734890000,453.56,198.96,254.60
ALLIANCE REFRACTORIES LTD,07-Canada Direct,733423700,249.60,72.44,177.16
ALLIANCE REFRACTORIES LTD,07-Canada Direct,733444200,204.00,69.38,134.62
ALLIANCE REFRACTORIES LTD,07-Canada Direct,764342000,168.00,91.56,76.44
ALLIANCE REFRACTORIES LTD,07-Canada Direct,733742000,136.00,81.75,54.25
ALSIPS BUILDING PRODUCTS,07-Canada Direct,735602000,63680.00,10981.19,52698.81
ALSIPS BUILDING PRODUCTS,07-Canada Direct,735890000,20700.00,4773.62,15926.38
AMERICAN RAILCAR,07-Canada Direct,764706120,2346.12,588.90,1757.22
APPLIED INDUSTRIAL,07-Canada Direct,777601000,386.72,72.02,314.70
ASHCON,07-Canada Direct,777601000,3726.60,587.95,3138.65
ATLAS FLUID,07-Canada Direct,739541100,685.44,104.83,580.61
AVANTI AEROSPACE &,07-Canada Direct,770830000,2122.00,71.74,2050.26
AVANTI AEROSPACE &,07-Canada Direct,724003000,1391.00,163.64,1227.36
AVANTI AEROSPACE &,07-Canada Direct,734311100,404.36,35.30,369.06
AVMAX SPARES,07-Canada Direct,724121200,334.00,89.77,244.23
BROCK WHITE CONSTRUCTION,07-Canada Direct,735890000,287.50,49.73,237.77
BROCKWHITE PRINCE GEORGE,07-Canada Direct,764821000,2136.00,375.72,1760.28
BROCKWHITE PRINCE GEORGE,07-Canada Direct,764901000,1408.00,256.23,1151.77
CAMBRIDGE PRO FAB INC.,07-Canada Direct,768251210,212672.25,115835.03,96837.22
CAMBRIDGE PRO FAB INC.,07-Canada Direct,768141000,65855.00,32697.61,33157.39
CAMBRIDGE PRO FAB INC.,07-Canada Direct,766594001,12430.00,6333.51,6096.49
CAMBRIDGE PRO FAB INC.,07-Canada Direct,764901000,11016.00,5188.62,5827.38
CAMBRIDGE PRO FAB INC.,07-Canada Direct,766594000,7458.00,4180.84,3277.16
CAMBRIDGE PRO FAB INC.,07-Canada Direct,766481000,3000.00,1559.97,1440.03
CENTURYVALLEN,07-Canada Direct,734311100,381.48,33.70,347.78
CLAYBURN REFRACTORIES LTD,07-Canada Direct,779958209,26785.30,6696.46,20088.84
FIBRECAST INC.,07-Canada Direct,792700000,647192.00,411296.51,235895.49
FIBRECAST INC.,07-Canada Direct,726000240,412201.20,211353.44,200847.76
FIBRECAST INC.,07-Canada Direct,726020019,260201.00,129375.64,130825.36
FIBRECAST INC.,07-Canada Direct,764821000,175854.00,68816.51,107037.49
FIBRECAST INC.,07-Canada Direct,764901050,153022.00,62219.46,90802.54
FIBRECAST INC.,07-Canada Direct,726020015,143592.00,73663.82,69928.18
FIBRECAST INC.,07-Canada Direct,754447000,131349.60,53512.89,77836.71
FIBRECAST INC.,07-Canada Direct,768221000,107836.50,39985.49,67851.01
FIBRECAST INC.,07-Canada Direct,715000000,89236.25,38120.79,51115.46
FIBRECAST INC.,07-Canada Direct,763991000,79271.20,72806.81,6464.39
FIBRECAST INC.,07-Canada Direct,768021000,77606.00,37999.67,39606.33
FIBRECAST INC.,07-Canada Direct,768141000,66240.00,27006.99,39233.01
FIBRECAST INC.,07-Canada Direct,733211000,58636.00,22105.42,36530.58
FIBRECAST INC.,07-Canada Direct,764521000,52001.50,21780.18,30221.32
FIBRECAST INC.,07-Canada Direct,768751000,42672.40,21585.13,21087.27
FIBRECAST INC.,07-Canada Direct,793330000,41661.00,9061.50,32599.50
FIBRECAST INC.,07-Canada Direct,764822000,40047.00,15897.88,24149.12
FIBRECAST INC.,07-Canada Direct,764901000,39687.00,16589.84,23097.16
FIBRECAST INC.,07-Canada Direct,740063000,37100.28,14199.26,22901.02
FIBRECAST INC.,07-Canada Direct,768241000,35130.50,10583.13,24547.37
FIBRECAST INC.,07-Canada Direct,777902700,34790.14,15927.42,18862.72
FIBRECAST INC.,07-Canada Direct,733383500,34324.40,6235.97,28088.43
FIBRECAST INC.,07-Canada Direct,733444210,33180.00,7791.53,25388.47
FIBRECAST INC.,07-Canada Direct,777601000,32561.81,11606.94,20954.87
FIBRECAST INC.,07-Canada Direct,734910000,32455.50,2124.40,30331.10
FIBRECAST INC.,07-Canada Direct,764481000,31662.00,15427.61,16234.39
FIBRECAST INC.,07-Canada Direct,792062000,31290.08,16393.94,14896.14
FIBRECAST INC.,07-Canada Direct,730710500,26862.50,11292.77,15569.73
FIBRECAST INC.,07-Canada Direct,733211050,26280.00,10374.25,15905.75
FIBRECAST INC.,07-Canada Direct,792735000,25609.51,11117.12,14492.39
FIBRECAST INC.,07-Canada Direct,733151500,24612.00,7615.62,16996.38
FIBRECAST INC.,07-Canada Direct,768121000,24540.00,11060.97,13479.03
FIBRECAST INC.,07-Canada Direct,727000140,24397.20,12993.21,11403.99
FIBRECAST INC.,07-Canada Direct,768211000,23922.00,666.96,23255.04
FIBRECAST INC.,07-Canada Direct,733151600,22326.00,6765.41,15560.59
FIBRECAST INC.,07-Canada Direct,733464510,21410.00,4338.63,17071.37
FIBRECAST INC.,07-Canada Direct,764341000,20298.00,10501.91,9796.09
FIBRECAST INC.,07-Canada Direct,768251210,19657.00,9854.86,9802.14
FIBRECAST INC.,07-Canada Direct,766121000,19625.00,7175.97,12449.03
FIBRECAST INC.,07-Canada Direct,764601000,18550.50,7611.65,10938.85
FIBRECAST INC.,07-Canada Direct,720290010,18510.00,9959.26,8550.74
FIBRECAST INC.,07-Canada Direct,734351200,18152.70,2115.23,16037.47
FIBRECAST INC.,07-Canada Direct,734990000,17952.00,82.95,17869.05
FIBRECAST INC.,07-Canada Direct,768750000,17172.00,9869.56,7302.44
FIBRECAST INC.,07-Canada Direct,754867000,16170.90,4963.92,11206.98
FIBRECAST INC.,07-Canada Direct,779951110,16140.60,4350.52,11790.08
FIBRECAST INC.,07-Canada Direct,764522000,15785.00,6580.39,9204.61
FIBRECAST INC.,07-Canada Direct,764781000,15507.00,7407.42,8099.58
FIBRECAST INC.,07-Canada Direct,734173000,14894.50,5921.36,8973.14
FIBRECAST INC.,07-Canada Direct,734311100,14757.00,2193.78,12563.22
